"ig_name","name","followers","following","avg_likes","avg_comments","avg_engagements","est_er"
erisonlineshop13,Eris,43,119,3.1666666666666665,0.08333333333333333,3.25,7.55813953488372
lidergemer,Lider Gemer,41,169,3.0,0.3333333333333333,3.3333333333333335,8.130081300813007
yulianusmekei,Yulianus Mekei,56,209,16.0,1.0,17.0,30.357142857142854
syaiing,Syaiing Qodir,41,249,7.0,1.0,8.0,19.51219512195122
ahmadmaulana377,Ahmad Maulana,44,172,3.0,0.0,3.0,6.8181818181818175
pemujarahasia360,pemujarahasia360,52,471,2.25,0.25,2.5,4.807692307692308
miracle_shop_jkt,Miracle Shop Jakarta,43,371,0.4166666666666667,0.0,0.4166666666666667,0.9689922480620154
muhamad_firman22,Muhamad Firman,52,38,5.916666666666667,0.0,5.916666666666667,11.37820512820513
camong09,camong09,49,76,2.0,0.0,2.0,4.081632653061225
yhanie_hwi,Yhanie,64,27,0,0,0,0
dhilova0103,Fajar Nugroho,49,117,0,0,0,0
puntowicak,puntowicaksono,49,22,4.083333333333333,0.0,4.083333333333333,8.333333333333332
arbejo08,aditia ahwari,47,83,3.4166666666666665,0.75,4.166666666666667,8.865248226950353
narottamasurya,Narottama Surya,50,19,7.0,1.0,8.0,16.0
qodir100,Abdul Qodir,46,31,1.0,3.0,4.0,8.695652173913043
jainuri666,jainuri,29,197,5.142857142857143,0.14285714285714285,5.285714285714286,18.226600985221676
dimns_sd,Dimas rf,49,10,49.0,0.0,49.0,100.0
my_prelovedstore_jakarta,My_PrelovedStore_Jakarta,65,133,8.916666666666666,0.3333333333333333,9.25,14.23076923076923
ronal_bastian03,Ronal Bastian KeCe,52,101,13.0,0.0,13.0,25.0
ekowahyusetyo14,eko wahyu setyo,48,63,10.272727272727273,0.0,10.272727272727273,21.401515151515152
bara_hb82,bara,49,173,4.666666666666667,0.0,4.666666666666667,9.523809523809526
jemmajhems,JemmaJeJems,50,10,2.0,0.0,2.0,4.0
be_braders_be_your_self,Be Brader's Be Your Self,92,775,1.6666666666666667,0.16666666666666666,1.8333333333333333,1.992753623188406
yoyon4511,yoyon,53,71,2.5833333333333335,0.08333333333333333,2.6666666666666665,5.031446540880504
muhammadno2r,Muhammad Noor,59,5,0,0,0,0
sceptian,septian dwi nurcahyo,49,79,15.25,1.5,16.75,34.183673469387756
yudialu_saputra,Wahyudi Saputra,52,38,1.4,0.2,1.6,3.0769230769230766
kurisuchandemontano,Kurisuchan Demontano,56,119,4.625,0.0,4.625,8.258928571428571
mcsy_22,Ma.Cathlyn,56,74,9.0,0.42857142857142855,9.428571428571429,16.83673469387755
v_pictures14,Wiko Vonda Febriansyah,55,83,6.333333333333333,0.16666666666666666,6.5,11.818181818181818
beluanamanulang,Beluana Manulang Manullang,64,64,1.4166666666666667,0.16666666666666666,1.5833333333333333,2.4739583333333335
alim_perdana_kusuma02,Alim perdana kusuma,65,313,5.333333333333333,0.75,6.083333333333333,9.35897435897436
reinardus.darren,,62,56,18.375,1.125,19.5,31.451612903225808
budhi.safiq,budhi,57,67,2.0833333333333335,0.0,2.0833333333333335,3.6549707602339185
shansan_silva,Shansan Silva II,58,142,5.666666666666667,0.0,5.666666666666667,9.770114942528735
bayu.adji.pratama,Bayu Adji,51,16,3.0,0.0,3.0,5.88235294117647
hanji_seok08,한자석,54,99,0,0,0,0
jeky472,Jeky Jek,58,92,4.5,0.5,5.0,8.620689655172415
arfan_afqon_alhafizh,Mr Ali mustajab,56,31,0.7142857142857143,0.0,0.7142857142857143,1.2755102040816326
jack_alghifary,Jack Del Piero,56,243,3.5833333333333335,0.16666666666666666,3.75,6.696428571428571
k4rtubi,kurtubi,57,39,1.0,0.0,1.0,1.7543859649122806
harefaelvan,Elvan Harefa,57,50,4.0,0.2,4.2,7.36842105263158
ferdiansyah5594,FERDIANSYAH,54,44,5.5,3.0,8.5,15.74074074074074
alifsadaf,alif sadaf,60,37,2.0,0.0,2.0,3.3333333333333335
zackns11,zackNs11,57,41,4.5,0.0,4.5,7.894736842105263
atifdul,Dul Atif,57,18,2.0,0.0,2.0,3.508771929824561
iyand97,Δℓfíαи∂í,60,128,1.25,0.0,1.25,2.083333333333333
worokristadi,Woro Kristadi,58,56,0,0,0,0
i_am_t_a_i_g_a,tiger🐯,58,41,14.583333333333334,0.9166666666666666,15.5,26.72413793103448
19bachtiar,Persib Bandung 1933😎,55,86,12.5,0.6666666666666666,13.166666666666666,23.939393939393938
tamapparel_,AppleBrick,61,15,4.0,1.5,5.5,9.01639344262295
agussalmanachmad88,agus,59,216,0,0,0,0
say_yos,yos say,67,211,1.25,0.0,1.25,1.8656716417910446
potterjegeg,Hery PoterJegeg,73,65,5.4,0.1,5.5,7.534246575342466
kosongari_03,Ari Kosong,66,218,10.285714285714286,0.2857142857142857,10.571428571428571,16.01731601731602
lasmana12,hendra lasmana,67,103,8.4,1.2,9.6,14.328358208955224
dexariesasmitha,Dexariesasmitha16,80,263,9.666666666666666,0.5,10.166666666666666,12.708333333333332
